,PMID,Condition,Category
11362,22506015,graves' disease,hyperthyroidism
11363,22232486,graves ophthalmopathy,hyperthyroidism
11364,22167487,graves disease,hyperthyroidism
11364,22167487,graves' disease,hyperthyroidism
11365,21866398,graves disease,hyperthyroidism
11365,21866398,hashimoto disease,thyroiditis
11366,23411884,graves ophthalmopathy,hyperthyroidism
11367,23181900,graves ophthalmopathy,hyperthyroidism
11368,22689133,graves ophthalmopathy,hyperthyroidism
11369,23926918,graves disease,hyperthyroidism
11369,23926918,graves' disease,hyperthyroidism
11369,23926918,hypothyroidism,hypothyroidism
11370,22873942,graves ophthalmopathy,hyperthyroidism
11371,22468942,graves disease,hyperthyroidism
11371,22468942,thyroid disease,thyroid disease
11371,22468942,thyroid diseases,thyroid disease
11372,23139030,graves ophthalmopathy,hyperthyroidism
11373,22581084,graves ophthalmopathy,hyperthyroidism
11374,22948455,graves ophthalmopathy,hyperthyroidism
11375,24456861,goiter,goiter
11375,24456861,"goiter, nodular",goiter
11375,24456861,thyroid gland,thyroid disease
11376,23919315,hyperthyroidism,hyperthyroidism
11376,23919315,graves disease,hyperthyroidism
11376,23919315,graves' disease,hyperthyroidism
11376,23919315,thyroid gland,thyroid disease
11377,23739718,graves disease,hyperthyroidism
11378,22127769,graves disease,hyperthyroidism
11378,22127769,graves' disease,hyperthyroidism
11379,22992126,graves disease,hyperthyroidism
11379,22992126,graves' disease,hyperthyroidism
11379,22992126,hashimoto disease,thyroiditis
11379,22992126,thyroiditis,thyroiditis
11380,22238384,graves ophthalmopathy,hyperthyroidism
11381,23090124,graves disease,hyperthyroidism
11381,23090124,graves' disease,hyperthyroidism
11381,23090124,hashimoto disease,thyroiditis
11381,23090124,thyroiditis,thyroiditis
11382,22547366,graves disease,hyperthyroidism
11382,22547366,graves' disease,hyperthyroidism
11382,22547366,thyroid gland,thyroid disease
11383,23934677,goiter,goiter
11383,23934677,"goiter, nodular",goiter
11383,23934677,thyroid neoplasms,thyroid neoplasms
11384,23828438,hyperthyroidism,hyperthyroidism
11384,23828438,graves disease,hyperthyroidism
11384,23828438,graves' disease,hyperthyroidism
11384,23828438,thyrotoxicosis,hyperthyroidism
11384,23828438,thyroidectomy,thyroid disease
11385,22867032,graves ophthalmopathy,hyperthyroidism
11386,22332800,graves disease,hyperthyroidism
11386,22332800,graves' disease,hyperthyroidism
11387,23565763,graves ophthalmopathy,hyperthyroidism
11388,22621617,graves disease,hyperthyroidism
11388,22621617,graves' disease,hyperthyroidism
11389,22309343,graves disease,hyperthyroidism
11389,22309343,graves' disease,hyperthyroidism
11390,23280563,graves disease,hyperthyroidism
11390,23280563,graves' disease,hyperthyroidism
11390,23280563,thyroid gland,thyroid disease
11391,22781885,graves disease,hyperthyroidism
11392,24169564,graves disease,hyperthyroidism
11392,24169564,graves' disease,hyperthyroidism
11392,24169564,thyroid gland,thyroid disease
11393,23989130,graves ophthalmopathy,hyperthyroidism
11394,23590991,hyperthyroidism,hyperthyroidism
11394,23590991,graves disease,hyperthyroidism
11394,23590991,graves' disease,hyperthyroidism
11394,23590991,hypothyroidism,hypothyroidism
11394,23590991,thyroid disease,thyroid disease
11395,23143154,graves disease,hyperthyroidism
11396,22946151,hyperthyroidism,hyperthyroidism
11396,22946151,graves disease,hyperthyroidism
11396,22946151,hyperthyroxinemia,hyperthyroxinemia
11396,22946151,hypothyroidism,hypothyroidism
11396,22946151,thyroid neoplasms,thyroid neoplasms
11396,22946151,thyroid disease,thyroid disease
11396,22946151,thyroid diseases,thyroid disease
11397,22297061,graves disease,hyperthyroidism
11397,22297061,thyroidectomy,thyroid disease
11398,23612675,hyperthyroidism,hyperthyroidism
11398,23612675,graves disease,hyperthyroidism
11398,23612675,graves' disease,hyperthyroidism
11399,23582262,graves disease,hyperthyroidism
11400,23189166,graves disease,hyperthyroidism
11400,23189166,graves' disease,hyperthyroidism
11401,23150524,graves disease,hyperthyroidism
11402,23263868,graves disease,hyperthyroidism
11402,23263868,thyroiditis,thyroiditis
11403,23957737,graves ophthalmopathy,hyperthyroidism
11404,23630351,graves disease,hyperthyroidism
11404,23630351,graves' disease,hyperthyroidism
11405,24011567,hyperthyroidism,hyperthyroidism
11405,24011567,graves disease,hyperthyroidism
11405,24011567,graves' disease,hyperthyroidism
11405,24011567,thyroid neoplasms,thyroid neoplasms
11405,24011567,thyroidectomy,thyroid disease
11406,23112262,graves ophthalmopathy,hyperthyroidism
11407,23059699,graves disease,hyperthyroidism
11407,23059699,graves' disease,hyperthyroidism
11407,23059699,thyroid gland,thyroid disease
11408,22051178,graves disease,hyperthyroidism
11409,23786233,graves disease,hyperthyroidism
11409,23786233,graves' disease,hyperthyroidism
11409,23786233,thyroid neoplasms,thyroid neoplasms
11409,23786233,"thyroid cancer, papillary",thyroid neoplasms
11409,23786233,thyroid nodule,thyroid nodule
11409,23786233,thyroidectomy,thyroid disease
11410,23463390,graves disease,hyperthyroidism
11410,23463390,graves' disease,hyperthyroidism
11410,23463390,hashimoto disease,thyroiditis
11410,23463390,thyroiditis,thyroiditis
11410,23463390,thyroid disease,thyroid disease
11411,23592747,graves disease,hyperthyroidism
11411,23592747,graves' disease,hyperthyroidism
11412,22101320,graves ophthalmopathy,hyperthyroidism
11412,22101320,thyroid gland,thyroid disease
11413,24364474,hyperthyroidism,hyperthyroidism
11413,24364474,graves disease,hyperthyroidism
11413,24364474,graves' disease,hyperthyroidism
11414,23721322,graves disease,hyperthyroidism
11414,23721322,hashimoto disease,thyroiditis
11415,23265114,graves disease,hyperthyroidism
11416,22029719,graves ophthalmopathy,hyperthyroidism
11417,24292758,hyperthyroidism,hyperthyroidism
11417,24292758,graves disease,hyperthyroidism
11418,24240795,graves ophthalmopathy,hyperthyroidism
11418,24240795,hashimoto disease,thyroiditis
11418,24240795,thyroiditis,thyroiditis
11419,22521493,hyperthyroidism,hyperthyroidism
11419,22521493,graves disease,hyperthyroidism
11419,22521493,graves' disease,hyperthyroidism
11420,22424910,graves disease,hyperthyroidism
11420,22424910,graves ophthalmopathy,hyperthyroidism
11421,22493315,hyperthyroidism,hyperthyroidism
11421,22493315,graves disease,hyperthyroidism
11421,22493315,thyroid gland,thyroid disease
11422,22968087,graves disease,hyperthyroidism
11422,22968087,graves' disease,hyperthyroidism
11423,22892501,graves disease,hyperthyroidism
11424,22340936,hyperthyroidism,hyperthyroidism
11424,22340936,graves disease,hyperthyroidism
11424,22340936,graves' disease,hyperthyroidism
11425,22736938,hyperthyroidism,hyperthyroidism
11425,22736938,graves ophthalmopathy,hyperthyroidism
11426,22823392,graves disease,hyperthyroidism
11427,23043710,hyperthyroidism,hyperthyroidism
11427,23043710,graves disease,hyperthyroidism
11428,23739643,hyperthyroidism,hyperthyroidism
11428,23739643,graves disease,hyperthyroidism
11428,23739643,hypothyroidism,hypothyroidism
11428,23739643,"thyroiditis, autoimmune",thyroiditis
11428,23739643,hashimoto disease,thyroiditis
11428,23739643,thyroiditis,thyroiditis
11428,23739643,thyroid disease,thyroid disease
11428,23739643,thyroid diseases,thyroid disease
11429,23681867,graves ophthalmopathy,hyperthyroidism
11430,22823979,graves disease,hyperthyroidism
11430,22823979,graves' disease,hyperthyroidism
11430,22823979,thyroidectomy,thyroid disease
11431,22041435,graves' disease,hyperthyroidism
11431,22041435,graves ophthalmopathy,hyperthyroidism
11432,23918686,graves ophthalmopathy,hyperthyroidism
11433,22419705,graves disease,hyperthyroidism
11433,22419705,graves' disease,hyperthyroidism
11434,22332221,graves ophthalmopathy,hyperthyroidism
11435,23901889,graves disease,hyperthyroidism
11435,23901889,graves' disease,hyperthyroidism
11436,22632156,hyperthyroidism,hyperthyroidism
11436,22632156,graves disease,hyperthyroidism
11436,22632156,graves' disease,hyperthyroidism
11437,22236500,graves disease,hyperthyroidism
11437,22236500,graves' disease,hyperthyroidism
11438,21757273,graves disease,hyperthyroidism
11438,21757273,graves' disease,hyperthyroidism
11439,23230262,thyroid disease,thyroid disease
11439,23230262,thyroid diseases,thyroid disease
11439,23230262,thyroid gland,thyroid disease
11440,22932947,goiter,goiter
11440,22932947,"goiter, nodular",goiter
11440,22932947,hypothyroidism,hypothyroidism
11440,22932947,thyroid nodule,thyroid nodule
11440,22932947,thyroid gland,thyroid disease
11441,23146786,graves disease,hyperthyroidism
11441,23146786,graves' disease,hyperthyroidism
11441,23146786,hashimoto disease,thyroiditis
11441,23146786,thyroiditis,thyroiditis
11442,22728519,graves ophthalmopathy,hyperthyroidism
11443,24132684,graves disease,hyperthyroidism
11443,24132684,graves' disease,hyperthyroidism
11443,24132684,thyroid crisis,hyperthyroidism
11443,24132684,thyroidectomy,thyroid disease
11444,22820213,hyperthyroidism,hyperthyroidism
11444,22820213,graves disease,hyperthyroidism
11444,22820213,graves' disease,hyperthyroidism
11445,23717583,graves disease,hyperthyroidism
11445,23717583,graves' disease,hyperthyroidism
11446,22616166,hyperthyroidism,hyperthyroidism
11446,22616166,graves disease,hyperthyroidism
11446,22616166,thyroid neoplasms,thyroid neoplasms
11446,22616166,hashimoto disease,thyroiditis
11446,22616166,thyroiditis,thyroiditis
11447,22378921,graves ophthalmopathy,hyperthyroidism
11448,22154579,graves ophthalmopathy,hyperthyroidism
11448,22154579,hypothyroidism,hypothyroidism
11448,22154579,hashimoto disease,thyroiditis
11449,22030192,hyperthyroidism,hyperthyroidism
11449,22030192,graves disease,hyperthyroidism
11450,23973401,graves disease,hyperthyroidism
11451,23578170,graves disease,hyperthyroidism
11451,23578170,graves' disease,hyperthyroidism
11452,23238902,hyperthyroidism,hyperthyroidism
11452,23238902,graves disease,hyperthyroidism
11453,22735372,hyperthyroidism,hyperthyroidism
11453,22735372,graves disease,hyperthyroidism
11453,22735372,graves' disease,hyperthyroidism
11453,22735372,hypothyroidism,hypothyroidism
11453,22735372,"thyroiditis, autoimmune",thyroiditis
11453,22735372,hashimoto disease,thyroiditis
11453,22735372,thyroiditis,thyroiditis
11453,22735372,thyroid gland,thyroid disease
11454,22938935,hyperthyroidism,hyperthyroidism
11454,22938935,graves disease,hyperthyroidism
11454,22938935,graves' disease,hyperthyroidism
11454,22938935,thyrotoxicosis,hyperthyroidism
11454,22938935,"thyroiditis, autoimmune",thyroiditis
11454,22938935,thyroiditis,thyroiditis
11454,22938935,thyroid gland,thyroid disease
11455,24095912,graves disease,hyperthyroidism
11455,24095912,"thyroiditis, autoimmune",thyroiditis
11455,24095912,thyroiditis,thyroiditis
11455,24095912,thyroid disease,thyroid disease
11455,24095912,thyroid diseases,thyroid disease
11455,24095912,thyroid gland,thyroid disease
11456,22990640,hyperthyroidism,hyperthyroidism
11456,22990640,graves disease,hyperthyroidism
11456,22990640,graves' disease,hyperthyroidism
11456,22990640,thyroid gland,thyroid disease
11457,24272591,graves disease,hyperthyroidism
11458,23612905,hyperthyroidism,hyperthyroidism
11458,23612905,graves disease,hyperthyroidism
11458,23612905,graves' disease,hyperthyroidism
11459,23104052,hyperthyroidism,hyperthyroidism
11459,23104052,graves disease,hyperthyroidism
11459,23104052,hypothyroidism,hypothyroidism
11459,23104052,hashimoto disease,thyroiditis
11459,23104052,thyroid disease,thyroid disease
11459,23104052,thyroid diseases,thyroid disease
11459,23104052,thyroid gland,thyroid disease
11460,22975536,graves disease,hyperthyroidism
11460,22975536,graves' disease,hyperthyroidism
11460,22975536,thyrotoxicosis,hyperthyroidism
11460,22975536,thyroid gland,thyroid disease
11461,22519588,hyperthyroidism,hyperthyroidism
11461,22519588,graves disease,hyperthyroidism
11461,22519588,hashimoto disease,thyroiditis
11461,22519588,thyroiditis,thyroiditis
11461,22519588,thyroid gland,thyroid disease
11462,23874630,graves disease,hyperthyroidism
11462,23874630,graves' disease,hyperthyroidism
11463,24144770,hyperthyroidism,hyperthyroidism
11463,24144770,graves disease,hyperthyroidism
11463,24144770,graves' disease,hyperthyroidism
11463,24144770,thyrotoxicosis,hyperthyroidism
11464,23300945,graves ophthalmopathy,hyperthyroidism
11465,22921045,graves disease,hyperthyroidism
11466,22399503,graves ophthalmopathy,hyperthyroidism
11467,24334133,hyperthyroidism,hyperthyroidism
11467,24334133,graves disease,hyperthyroidism
11467,24334133,thyrotoxicosis,hyperthyroidism
11467,24334133,hypothyroidism,hypothyroidism
11467,24334133,postpartum thyroiditis,thyroiditis
11467,24334133,thyroiditis,thyroiditis
11467,24334133,thyroid gland,thyroid disease
11468,23249428,graves disease,hyperthyroidism
11468,23249428,graves' disease,hyperthyroidism
11468,23249428,hashimoto disease,thyroiditis
11468,23249428,thyroiditis,thyroiditis
11468,23249428,thyroid disease,thyroid disease
11468,23249428,thyroid diseases,thyroid disease
11468,23249428,thyroid gland,thyroid disease
11469,21544672,hyperthyroidism,hyperthyroidism
11469,21544672,graves disease,hyperthyroidism
11469,21544672,graves' disease,hyperthyroidism
11469,21544672,thyroid gland,thyroid disease
11470,24144317,graves' disease,hyperthyroidism
11470,24144317,graves ophthalmopathy,hyperthyroidism
11471,23006743,goiter,goiter
11471,23006743,hyperthyroidism,hyperthyroidism
11471,23006743,thyroid disease,thyroid disease
11471,23006743,thyroid diseases,thyroid disease
11471,23006743,thyroid gland,thyroid disease
11472,22387651,hyperthyroidism,hyperthyroidism
11472,22387651,graves disease,hyperthyroidism
11472,22387651,thyrotoxicosis,hyperthyroidism
11472,22387651,thyroidectomy,thyroid disease
11473,24021243,graves disease,hyperthyroidism
11473,24021243,"thyroiditis, autoimmune",thyroiditis
11473,24021243,hashimoto disease,thyroiditis
11473,24021243,postpartum thyroiditis,thyroiditis
11473,24021243,thyroiditis,thyroiditis
11473,24021243,thyroid disease,thyroid disease
11473,24021243,thyroid diseases,thyroid disease
11473,24021243,thyroid gland,thyroid disease
11474,23501056,graves disease,hyperthyroidism
11474,23501056,thyroid gland,thyroid disease
11475,23456166,hyperthyroidism,hyperthyroidism
11475,23456166,thyrotoxicosis,hyperthyroidism
11475,23456166,thyroid neoplasms,thyroid neoplasms
11476,23104008,graves disease,hyperthyroidism
11476,23104008,graves' disease,hyperthyroidism
11477,22176499,hyperthyroidism,hyperthyroidism
11477,22176499,graves disease,hyperthyroidism
11477,22176499,graves' disease,hyperthyroidism
11477,22176499,thyroid gland,thyroid disease
11478,23845451,graves disease,hyperthyroidism
11478,23845451,thyroid neoplasms,thyroid neoplasms
11479,22968483,hyperthyroidism,hyperthyroidism
11479,22968483,graves disease,hyperthyroidism
11479,22968483,graves' disease,hyperthyroidism
11480,22878044,graves disease,hyperthyroidism
11480,22878044,graves' disease,hyperthyroidism
11480,22878044,hashimoto disease,thyroiditis
11480,22878044,thyroiditis,thyroiditis
11480,22878044,thyroid gland,thyroid disease
11481,23664858,graves ophthalmopathy,hyperthyroidism
11482,23238198,goiter,goiter
11482,23238198,thyroid disease,thyroid disease
11482,23238198,thyroid diseases,thyroid disease
11483,23958483,graves disease,hyperthyroidism
11483,23958483,thyroid gland,thyroid disease
11484,23025806,graves disease,hyperthyroidism
11484,23025806,thyroid neoplasms,thyroid neoplasms
11484,23025806,hashimoto disease,thyroiditis
11484,23025806,thyroid disease,thyroid disease
11484,23025806,thyroid diseases,thyroid disease
11484,23025806,thyroid gland,thyroid disease
11485,22805038,hyperthyroidism,hyperthyroidism
11485,22805038,graves disease,hyperthyroidism
11485,22805038,graves' disease,hyperthyroidism
11485,22805038,hypothyroidism,hypothyroidism
11485,22805038,"thyroiditis, autoimmune",thyroiditis
11485,22805038,hashimoto disease,thyroiditis
11485,22805038,thyroiditis,thyroiditis
11486,22858991,graves disease,hyperthyroidism
11486,22858991,hashimoto disease,thyroiditis
11487,23463928,goiter,goiter
11487,23463928,thyroid neoplasms,thyroid neoplasms
11487,23463928,thyroid disease,thyroid disease
11487,23463928,thyroid diseases,thyroid disease
